date,BIG HiBM,BIG LoBM,ME1 BM2,BIG HiBM_share,BIG LoBM_share,ME1 BM2_share,v_01,v_02,v_03,v_04,v_05,v_06,v_07,v_08,v_09,value_function,absolute_return,cumulative_return
2013-08-13,0.0079,0.0037,0.0011,0.11369512,0.7705187,0.11578618,-0.4334256,0.035923645,-0.62592727,-0.95390147,0.10291132,0.59535086,1.8145268,1.4806902,1.3230081,-0.4334256,-0.003985774285346268,1.0776073162269282
2013-08-14,-0.0031,-0.004699999999999999,-0.0001,0.1179484,0.7647105,0.117341116,-0.3825457,-0.062386107,-0.5899174,-0.90348834,0.07200435,0.42273253,1.7350657,1.5949771,1.4161671,-0.3825457,-0.013436876256018877,1.0631276400662064
2013-08-15,-0.0149,-0.0132,-0.013500000000000002,0.12795196,0.75822556,0.11382245,-0.44075942,-0.20720676,-0.4032321,-0.64585173,0.17623837,0.08892207,1.9465653,2.2104838,1.9857051,-0.44075942,-0.0022180661275982855,1.060769552658462
2013-08-16,-0.0004,-0.0026,-0.0017000000000000001,0.12126167,0.7530277,0.1257106,-0.5320406,-0.012538642,-0.664872,-0.845593,0.12177535,0.21135443,1.5587982,1.806287,1.4931918,-0.5320406,-0.0038164976455271242,1.056721128158294
2013-08-19,-0.0184,-0.0008,-0.0078000000000000005,0.13184352,0.7413451,0.12681139,-0.5723562,-0.13128114,-0.6117401,-0.6964349,0.10076283,0.07950987,1.5899242,1.9905641,1.7392843,-0.5723562,0.004995203533768654,1.0619996652718782
2013-08-20,0.0078000000000000005,0.0026,0.0161,0.13671076,0.74178475,0.12150457,-0.616792,-0.15431595,-0.5307953,-0.59188443,0.02448323,0.123315334,1.6444485,1.982518,1.8310903,-0.616792,-0.005248470299690962,1.056425791570417
2013-08-21,-0.006500000000000001,-0.0045000000000000005,-0.0084,0.15823425,0.7190045,0.12276124,-0.5742089,-0.28055444,-0.4590452,-0.484396,-0.028095072,-0.10035759,1.5289519,2.0383844,1.9800277,-0.5742089,0.00948649437427521,1.066447568898989
2013-08-22,0.013300000000000001,0.0072,0.018000000000000002,0.14161505,0.732104,0.12628095,-0.61345464,-0.09194391,-0.48934075,-0.5530418,-0.009638719,0.15034741,1.4917198,1.7818776,1.6732866,-0.61345464,0.002752863758057356,1.0693833537612794
2013-08-23,0.0011,0.003,0.0032,0.13210177,0.7432545,0.124643706,-0.49620622,0.01052767,-0.54806393,-0.7171861,0.034988634,0.27516288,1.4980567,1.4535502,1.3837808,-0.49620622,-0.0011906341426074507,1.068110109428755
2013-08-26,-0.0064,-0.0013,0.005,0.14647989,0.72634816,0.12717195,-0.5771713,-0.158095,-0.53796875,-0.5735922,-0.011117,0.076202706,1.527669,1.7157458,1.7061812,-0.5771713,-0.018206523426622153,1.0486635376992286
2013-08-27,-0.025,-0.0158,-0.0241,0.18078308,0.69523317,0.12398375,-0.5749648,-0.35819533,-0.44128227,-0.36096188,-0.025823178,-0.26046753,1.5509171,2.0406594,2.1142557,-0.5749648,0.0032832689963281153,1.052106582180136
2013-08-28,0.0023,0.0031,0.0058,0.2672635,0.4670468,0.26568973,-0.42336187,-0.3447438,-0.72871923,-0.6578479,-0.13515793,-0.25782967,0.9952148,1.2847304,1.5015051,-0.42336187,0.00660325311049819,1.0590539082414927
2013-08-29,0.003,0.0040999999999999995,0.0148,0.27695304,0.46697214,0.2560748,-0.31918356,-0.50904065,-0.5733268,-0.3673655,-0.04282321,-0.2893589,0.90505904,1.3460841,1.3877997,-0.31918356,-0.006107259786128997,1.0525859908963466
2013-08-30,-0.0021,-0.003,-0.0161,0.23444168,0.53961945,0.2259389,-0.32539496,-0.45570013,-0.5092621,-0.28723022,0.037817337,-0.33407605,0.9254053,1.3841755,1.4955075,-0.32539496,0.008323515877127648,1.0613472071036143
2013-09-03,0.012,0.0058,0.0106,0.18135275,0.6803355,0.13831176,-0.6979701,-0.3182389,-0.39459425,0.005496569,0.030895783,-0.18859483,1.2828119,1.8228698,1.7728951,-0.6979701,0.009478627508878708,1.0714073219373383
2013-09-04,0.0103,0.0095,0.0085,0.17174405,0.6854696,0.14278637,-0.6376763,-0.20746347,-0.57075864,-0.26836044,-0.037894808,-0.096319124,1.3283021,1.7003473,1.6622274,-0.6376763,0.001539227756857872,1.0730564618261649
